,0,1
138,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_F11.vfy," OK
"
139,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_D11.vfy," OK
"
140,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_H08.vfy," OK
"
141,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_C07.vfy," OK
"
142,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005592-DNA_B01.vfy," OK
"
143,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_G11.vfy," OK
"
144,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_E02.vfy," OK
"
145,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_D07.vfy," OK
"
146,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_C08.vfy," OK
"
147,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B01.vfy," OK
"
148,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005519-DNA_F04.vfy," OK
"
149,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004475.vfy," OK
"
150,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_H11.vfy," OK
"
151,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005519-DNA_C03.vfy," OK
"
152,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_F12.vfy," OK
"
153,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_D01.vfy," OK
"
154,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_A03.vfy," OK
"
155,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_C04.vfy," OK
"
156,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005592-DNA_C05.vfy," OK
"
157,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_H09.vfy," OK
"
158,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_A09.vfy," OK
"
159,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_D09.vfy," OK
"
160,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_A04.vfy," OK
"
161,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B05.vfy," OK
"
162,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B04.vfy," OK
"
163,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_G02.vfy," OK
"
164,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_E07.vfy," OK
"
165,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_H07.vfy," OK
"
166,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005677-DNA_A03.vfy," OK
"
167,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005677-DNA_B01.vfy," OK
"
168,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005677-DNA_C03.vfy," OK
"
169,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004474.vfy," OK
"
170,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_F11.vfy," OK
"
171,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_G10.vfy," OK
"
172,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004468.vfy," OK
"
173,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E06.vfy," OK
"
174,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005592-DNA_F03.vfy," OK
"
175,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B10.vfy," OK
"
176,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E11.vfy," OK
"
177,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_A07.vfy," OK
"
178,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005519-DNA_D04.vfy," OK
"
179,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004470.vfy," OK
"
180,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005677-DNA_A02.vfy," OK
"
181,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B08.vfy," OK
"
182,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E09.vfy," OK
"
183,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B09.vfy," OK
"
184,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B06.vfy," OK
"
185,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E07.vfy," OK
"
186,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_H10.vfy," OK
"
187,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_D10.vfy," OK
"
188,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B12.vfy," OK
"
189,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_H03.vfy," OK
"
190,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005592-DNA_D03.vfy," OK
"
191,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E10.vfy," OK
"
192,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005677-DNA_B02.vfy," OK
"
193,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B03.vfy," OK
"
194,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_G04.vfy," OK
"
195,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E08.vfy," OK
"
196,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004480.vfy," OK
"
197,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_G09.vfy," OK
"
198,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_A12.vfy," OK
"
199,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_B10.vfy," OK
"
200,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_H05.vfy," OK
"
201,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_C06.vfy," OK
"
202,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_F02.vfy," OK
"
203,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_B04.vfy," OK
"
204,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B09.vfy," OK
"
205,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B02.vfy," OK
"
206,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_F10.vfy," OK
"
207,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_H07.vfy," OK
"
208,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005519-DNA_E05.vfy," OK
"
209,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005592-DNA_C03.vfy," OK
"
210,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_B04.vfy," OK
"
211,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_B10.vfy," OK
"
212,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005442-DNA_H10.vfy," OK
"
213,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/SS6004467.vfy," OK
"
214,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005441-DNA_G04.vfy," OK
"
215,/data-sdd/forrest/keep/by_id/su92l-4zz18-ywqn26gpxtolv1x/LP6005443-DNA_E02.vfy," OK
"
